1. Time,2. q_1,3. q_2,4. q_3,5. q_4,6. q_5,7. q_6,8. q_7,9. O_T_EE_11,10. O_T_EE_21,11. O_T_EE_31,12. O_T_EE_41,13. O_T_EE_12,14. O_T_EE_22,15. O_T_EE_32,16. O_T_EE_42,17. O_T_EE_13,18. O_T_EE_23,19. O_T_EE_33,20. O_T_EE_43,21. O_T_EE_14,22. O_T_EE_24,23. O_T_EE_34,24. O_T_EE_44,25. q_1_d,26. q_2_d,27. q_3_d,28. q_4_d,29. q_5_d,30. q_6_d,31. q_7_d,32. dq_1,33. dq_2,34. dq_3,35. dq_4,36. dq_5,37. dq_6,38. dq_7,39. dq_1_d,40. dq_2_d,41. dq_3_d,42. dq_4_d,43. dq_5_d,44. dq_6_d,45. dq_7_d,46. tau_J_1,47. tau_J_2,48. tau_J_3,49. tau_J_4,50. tau_J_5,51. tau_J_6,52. tau_J_7,53. joint_contact_1,54. joint_contact_2,55. joint_contact_3,56. joint_contact_4,57. joint_contact_5,58. joint_contact_6,59. joint_contact_7,60. joint_collision_1,61. joint_collision_2,62. joint_collision_3,63. joint_collision_4,64. joint_collision_5,65. joint_collision_6,66. joint_collision_7,67. cartesian_contact_x,68. cartesian_contact_y,69. cartesian_contact_z,70. cartesian_contact_R,71. cartesian_contact_P,72. cartesian_contact_Y,73. cartesian_collision_x,74. cartesian_collision_y,75. cartesian_collision_z,76. cartesian_collision_R,77. cartesian_collision_P,78. cartesian_collision_Y,79. tau_ext_1,80. tau_ext_2,81. tau_ext_3,82. tau_ext_4,83. tau_ext_5,84. tau_ext_6,85. tau_ext_7,86. O_F_ext_x,87. O_F_ext_y,88. O_F_ext_z,89. O_F_ext_R,90. O_F_ext_P,91. O_F_ext_Y,92. Gripper Width,93. Object Grasped
28539,-0.624079,0.0238549,0.748701,-2.38636,-2.00953,1.95716,0.132869,-0.00943188,0.0283958,-0.999543,0,0.764554,0.644449,0.0110935,0,0.644482,-0.764115,-0.027789,0,0.580161,-0.0751563,0.343694,1,-0.62452,0.0237798,0.748641,-2.38651,-2.00952,1.95685,0.132885,0.000853181,0.000908847,0.00601828,-0.000274343,0.00559693,-0.000943751,-0.0022116,0,0,0,0,0,0,0,-0.315546,-20.5603,0.124772,19.2707,-0.734169,-1.58278,0.239368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.315355,-0.4498,-0.25041,0.473886,-0.122818,-0.203647,0.179754,0.0227286,-0.783593,0.569219,0.253056,-0.541744,-0.286769,0.0462346,1
28539.1,-0.624051,0.0238553,0.748715,-2.38635,-2.00951,1.9571,0.132876,-0.00939062,0.0283762,-0.999544,0,0.764557,0.644446,0.0111123,0,0.64448,-0.764118,-0.0277475,0,0.580163,-0.0751415,0.343706,1,-0.62452,0.0237798,0.748641,-2.38651,-2.00952,1.95685,0.132885,-0.00028531,0.000133037,-0.00205314,0.000939247,0.00141262,-0.0102661,0.000983127,0,0,0,0,0,0,0,-0.569452,-20.5207,-0.0616905,19.2707,-0.815651,-1.38411,0.168872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.336224,-0.513433,-0.260252,0.568614,-0.132385,-0.226119,0.201762,0.100274,-0.821733,0.679289,0.270086,-0.597555,-0.30276,0.0462352,1
28539.1,-0.624155,0.0238638,0.748651,-2.38638,-2.00954,1.95707,0.132859,-0.0094115,0.0283324,-0.999545,0,0.764665,0.644318,0.0110635,0,0.644351,-0.764227,-0.0277293,0,0.580145,-0.0752425,0.343698,1,-0.62452,0.0237798,0.748641,-2.38651,-2.00952,1.95685,0.132885,0.000216232,0.00241641,-0.000276298,-0.00102594,-0.00755269,-0.00650733,-0.00226363,0,0,0,0,0,0,0,0.299384,-20.596,0.759537,19.6079,-0.743324,-1.21565,0.298877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.221484,-0.467202,-0.155613,0.744683,-0.165847,-0.197318,0.231422,0.765805,-0.630918,0.539166,0.214604,-0.324689,-0.192753,0.0462352,1
28539.1,-0.624219,0.0238851,0.748642,-2.38639,-2.00953,1.9571,0.13286,-0.00945748,0.0283701,-0.999543,0,0.764701,0.644276,0.0110511,0,0.644308,-0.764261,-0.0277884,0,0.580137,-0.07528,0.343675,1,-0.624188,0.0238746,0.74864,-2.38638,-2.0095,1.9571,0.132863,-0.00468552,0.00247593,6.65117e-05,-0.00025396,0.00168958,0.0022085,-0.00160802,0,0,0,0,0,0,0,0.335089,-20.6714,0.834916,19.6833,-0.716774,-1.44362,0.278735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110153,-0.520463,0.164823,0.858701,-0.18139,-0.156485,0.249389,0.90093,0.0537863,0.606708,-0.024733,-0.336978,0.132983,0.0462352,1
28539.2,-0.624213,0.023884,0.748655,-2.38639,-2.00952,1.9571,0.132866,-0.00944925,0.0283799,-0.999543,0,0.764695,0.644283,0.0110639,0,0.644315,-0.764255,-0.0277905,0,0.580137,-0.0752701,0.343676,1,-0.624188,0.0238746,0.74864,-2.38638,-2.0095,1.9571,0.132863,0.000662367,0.0010106,0.00154577,-0.000193554,-0.00108993,0.00129217,0.00119257,0,0,0,0,0,0,0,0.192267,-20.5603,0.648453,19.6079,-0.752479,-1.41432,0.219226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179722,-0.512295,0.262929,0.892483,-0.183629,-0.147001,0.255302,1.02125,0.243184,0.566803,-0.0924275,-0.283874,0.216909,0.0462352,1
28539.2,-0.624185,0.0238869,0.748674,-2.38638,-2.00952,1.95711,0.132862,-0.00945597,0.0283809,-0.999543,0,0.764662,0.644322,0.0110609,0,0.644354,-0.764222,-0.027795,0,0.580142,-0.075242,0.343675,1,-0.624188,0.0238746,0.74864,-2.38638,-2.0095,1.9571,0.132863,0.000287069,-8.90182e-05,-0.000232137,0.000183068,0.00100147,0.00068089,-0.00117111,0,0,0,0,0,0,0,-0.0616393,-20.5603,0.422318,19.5683,-0.77079,-1.42348,0.258594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522974,-0.513239,0.148601,0.918324,-0.191166,-0.166909,0.258717,1.11341,-0.0283224,0.575754,0.0046545,-0.259311,0.0959116,0.0462352,1
28539.2,-0.624238,0.023889,0.748629,-2.38638,-2.00953,1.95709,0.13287,-0.00944262,0.028376,-0.999543,0,0.764727,0.644244,0.0110651,0,0.644276,-0.764288,-0.0277838,0,0.580135,-0.0753004,0.343676,1,-0.624188,0.0238746,0.74864,-2.38638,-2.0095,1.9571,0.132863,-0.00133449,0.000280876,-0.0015292,5.73659e-05,-0.000936323,-0.000409814,0.00311625,0,0,0,0,0,0,0,0.55329,-20.5603,1.02138,19.5683,-0.716774,-1.34474,0.189014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229532,-0.53357,0.297707,0.929951,-0.189387,-0.147453,0.256144,1.07274,0.335505,0.603817,-0.128212,-0.289136,0.259116,0.0462352,1
28539.3,-0.62422,0.023893,0.748655,-2.38639,-2.00952,1.9571,0.132867,-0.00946055,0.0283882,-0.999543,0,0.764698,0.644279,0.0110605,0,0.644311,-0.764258,-0.0278042,0,0.580136,-0.0752741,0.343669,1,-0.624188,0.0238746,0.74864,-2.38638,-2.0095,1.9571,0.132863,0.0011766,0.000754808,0.000791589,-0.000400012,-0.00012384,0.00072259,0.00136189,0,0,0,0,0,0,0,0.116888,-20.6357,0.648453,19.6436,-0.752479,-1.42348,0.209155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226216,-0.512758,0.289202,0.94142,-0.190077,-0.144183,0.255574,1.17657,0.325862,0.562614,-0.123471,-0.229926,0.253371,0.0462352,1
28539.3,-0.624187,0.0238849,0.748677,-2.38639,-2.00952,1.95711,0.132862,-0.00946386,0.028381,-0.999543,0,0.764661,0.644323,0.011055,0,0.644355,-0.764221,-0.0278001,0,0.58014,-0.0752415,0.343671,1,-0.624188,0.0238746,0.74864,-2.38638,-2.0095,1.9571,0.132863,0.00134612,-0.000405333,0.000434462,-0.00124709,0.000461365,0.000368549,-0.000423472,0,0,0,0,0,0,0,-0.172723,-20.5207,0.350907,19.6833,-0.752479,-1.44362,0.258594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0976402,-0.537627,0.180195,0.967348,-0.189866,-0.16414,0.256482,1.18075,0.0661944,0.650212,-0.0247433,-0.268229,0.134159,0.0462359,1
28539.3,-0.624245,0.0238979,0.748632,-2.38639,-2.00952,1.95709,0.132867,-0.00945717,0.0283843,-0.999543,0,0.764734,0.644237,0.011059,0,0.644268,-0.764294,-0.0277996,0,0.580132,-0.0753035,0.343668,1,-0.624188,0.0238746,0.74864,-2.38638,-2.0095,1.9571,0.132863,1.75148e-05,0.0011509,-0.000966671,0.000733886,-0.000108451,-0.000261878,0.0020185,0,0,0,0,0,0,0,0.517584,-20.6714,0.946,19.6436,-0.752479,-1.33467,0.209155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222697,-0.558349,0.285838,0.979866,-0.189436,-0.151855,0.259482,1.13962,0.319016,0.676551,-0.115874,-0.30225,0.249448,0.0462359,1
28539.4,-0.62422,0.023888,0.748654,-2.38639,-2.00952,1.9571,0.132869,-0.00945138,0.0283803,-0.999543,0,0.764701,0.644276,0.0110623,0,0.644308,-0.764261,-0.0277923,0,0.580136,-0.0752754,0.343673,1,-0.624188,0.0238746,0.74864,-2.38638,-2.0095,1.9571,0.132863,0.000759241,-0.00161262,0.00105132,-0.000805296,0.000120199,-0.000637452,0.00276251,0,0,0,0,0,0,0,0.116888,-20.5207,0.648453,19.6436,-0.761634,-1.37404,0.199084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237658,-0.54158,0.287761,0.974628,-0.19042,-0.149023,0.257871,1.18298,0.340028,0.632478,-0.126064,-0.264663,0.258106,0.0462359,1
28539.4,-0.624201,0.0238926,0.748666,-2.38639,-2.00952,1.9571,0.132859,-0.00946527,0.0283826,-0.999543,0,0.764679,0.644301,0.0110541,0,0.644333,-0.76424,-0.0278026,0,0.580139,-0.0752565,0.34367,1,-0.624188,0.0238746,0.74864,-2.38638,-2.0095,1.9571,0.132863,-0.0012685,0.000220392,-0.00203522,-0.000420682,0.000565711,-0.000730603,-0.00207698,0,0,0,0,0,0,0,-0.0259338,-20.596,0.497697,19.6079,-0.77079,-1.40425,0.288806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123318,-0.545188,0.20214,0.970379,-0.191155,-0.162624,0.258093,1.16377,0.115539,0.658617,-0.0432609,-0.281662,0.157938,0.0462359,1
28539.5,-0.624235,0.0238975,0.748645,-2.38639,-2.00952,1.9571,0.132866,-0.0094645,0.0283858,-0.999543,0,0.764717,0.644257,0.0110552,0,0.644289,-0.764277,-0.0278052,0,0.580133,-0.0752895,0.343666,1,-0.624188,0.0238746,0.74864,-2.38638,-2.0095,1.9571,0.132863,-0.000852927,0.000970532,-0.000780199,-0.000264628,0.000328676,0.000673132,0.000545399,0,0,0,0,0,0,0,0.370795,-20.6357,0.79921,19.6436,-0.761634,-1.39418,0.219226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208371,-0.567043,0.263948,0.974036,-0.190832,-0.155486,0.259461,1.09662,0.273909,0.69568,-0.100542,-0.327398,0.231273,0.0462359,1
28539.5,-0.62422,0.0238975,0.748653,-2.3864,-2.00952,1.9571,0.13286,-0.00947874,0.0283855,-0.999542,0,0.7647,0.644277,0.0110448,0,0.644308,-0.76426,-0.0278138,0,0.580133,-0.0752754,0.343662,1,-0.624188,0.0238746,0.74864,-2.38638,-2.0095,1.9571,0.132863,0.00067255,-0.000399572,3.91533e-05,0.000432231,0.000586738,0.000201097,-0.00154895,0,0,0,0,0,0,0,0.156561,-20.6357,0.684159,19.7547,-0.77079,-1.41432,0.278735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19796,-0.562154,0.254676,1.00413,-0.19216,-0.162768,0.25996,1.21515,0.268398,0.677304,-0.101623,-0.2798,0.22152,0.0462359,1
28539.5,-0.62422,0.0238986,0.748653,-2.3864,-2.00952,1.9571,0.132852,-0.00948521,0.0283746,-0.999543,0,0.764699,0.644278,0.0110329,0,0.644309,-0.764259,-0.0278097,0,0.580133,-0.0752758,0.343662,1,-0.624188,0.0238746,0.74864,-2.38638,-2.0095,1.9571,0.132863,-0.00058837,-0.000133129,-0.00110147,-0.000465977,0.000628954,-0.000766661,-0.00344568,0,0,0,0,0,0,0,0.156561,-20.6357,0.684159,19.7547,-0.752479,-1.37404,0.348315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188639,-0.597808,0.254685,1.04254,-0.189165,-0.168259,0.272657,1.19486,0.256486,0.761318,-0.0871134,-0.338189,0.216383,0.0462359,1
28539.6,-0.624243,0.0238691,0.748634,-2.3864,-2.00952,1.95709,0.132862,-0.00944287,0.028356,-0.999544,0,0.76473,0.644241,0.0110519,0,0.644273,-0.764291,-0.0277687,0,0.580131,-0.0753019,0.343681,1,-0.624188,0.0238746,0.74864,-2.38638,-2.0095,1.9571,0.132863,0.00095234,-0.00330403,-0.00087016,0.00120303,-0.000119182,0.000461176,0.000698372,0,0,0,0,0,0,0,0.446173,-20.2152,0.946,19.6833,-0.734169,-1.30446,0.258594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262606,-0.539205,0.317812,1.0614,-0.184923,-0.129194,0.282075,1.39267,0.385303,0.66426,-0.11059,-0.213969,0.285172,0.0462359,1
28539.6,-0.624189,0.0238328,0.748687,-2.38638,-2.00954,1.95711,0.132853,-0.00941191,0.0283371,-0.999544,0,0.764644,0.644343,0.0110671,0,0.644375,-0.764207,-0.0277328,0,0.580147,-0.0752342,0.343708,1,-0.624236,0.0238419,0.748647,-2.38638,-2.00953,1.95709,0.132872,0.00235721,-0.00022034,0.00393223,5.15493e-05,-0.000778325,0.00195103,-0.0033175,0,0,0,0,0,0,0,-0.208429,-19.8343,0.235856,18.9335,-0.607826,-1.40425,0.0791503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147955,-0.226282,0.193545,0.961508,-0.157198,-0.115,0.248053,2.15999,0.253284,-0.0256476,-0.0831951,0.439141,0.168727,0.0462359,1
28539.6,-0.623719,0.0237537,0.748867,-2.38632,-2.00956,1.95744,0.132858,-0.00946548,0.0284804,-0.99954,0,0.764087,0.645002,0.0111426,0,0.645035,-0.763645,-0.0278673,0,0.580228,-0.0748025,0.343727,1,-0.624236,0.0238419,0.748647,-2.38638,-2.00953,1.95709,0.132872,0.0178728,-0.0088544,0.0119743,0.00221046,-0.000974912,0.0125883,-0.00151601,0,0,0,0,0,0,0,-0.386957,-19.5288,0.0890663,18.6717,-0.499794,-1.35481,0.0196411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.613936,0.314704,-0.537441,0.349798,-0.0722362,-0.175428,0.119631,2.25845,-1.11963,-1.14685,0.330253,1.16926,-0.572405,0.0462359,1
28539.7,-0.622634,0.023037,0.749602,-2.38615,-2.0096,1.958,0.132883,-0.00902999,0.0284162,-0.999546,0,0.762665,0.646677,0.0114945,0,0.646722,-0.762229,-0.0275121,0,0.580432,-0.0736464,0.344092,1,-0.624236,0.0238419,0.748647,-2.38638,-2.00953,1.95709,0.132872,0.0414723,-0.0338459,0.0309333,0.0052181,-0.00430105,0.0122937,0.00257481,0,0,0,0,0,0,0,-0.386957,-19.4931,0.0890663,18.7113,-0.454933,-1.27516,-0.100293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.36011,1.16065,-1.25211,-0.175624,0.022655,-0.200638,0.03269,3.57772,-2.37714,-3.0249,0.715055,2.6732,-1.29536,0.0462352,1
28539.7,-0.620735,0.0213135,0.750876,-2.38616,-2.0098,1.95809,0.13287,-0.00775006,0.0273198,-0.999587,0,0.760462,0.649259,0.0118489,0,0.649327,-0.760071,-0.0258079,0,0.580667,-0.071764,0.344987,1,-0.624236,0.0238419,0.748647,-2.38638,-2.00953,1.95709,0.132872,0.0658791,-0.0660753,0.0459444,-0.000782794,-0.00766382,0.000766938,-0.000555577,0,0,0,0,0,0,0,-0.386957,-19.3027,0.0136879,18.8978,-0.536415,-1.33467,0.00957027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.55296,1.48272,-1.45151,-0.219999,0.0886113,-0.161135,0.00613652,4.47183,-2.64075,-3.56777,0.84172,3.33705,-1.49027,0.0462352,1
28539.7,-0.617937,0.018499,0.75275,-2.38616,-2.00983,1.95809,0.132851,-0.00557365,0.0256501,-0.999646,0,0.757375,0.652845,0.0125287,0,0.652948,-0.757051,-0.0230659,0,0.58097,-0.0690272,0.346447,1,-0.624236,0.0238419,0.748647,-2.38638,-2.00953,1.95709,0.132872,0.0993134,-0.0948678,0.0619387,-0.000106813,0.000713473,0.00015929,-0.00198182,0,0,0,0,0,0,0,-0.458368,-19.4535,-0.0616905,18.8978,-0.562965,-1.34474,0.099292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.94231,1.78622,-1.85904,-0.34393,0.0782764,-0.186707,0.0255963,5.17173,-3.47846,-4.32201,1.11687,3.94171,-1.8881,0.0462352,1
28539.8,-0.614085,0.0147136,0.755487,-2.3862,-2.00984,1.95808,0.132851,-0.00265707,0.0234553,-0.999712,0,0.75302,0.657846,0.013433,0,0.657984,-0.752782,-0.0194106,0,0.581354,-0.0651706,0.348384,1,-0.624236,0.0238419,0.748647,-2.38638,-2.00953,1.95709,0.132872,0.116784,-0.122413,0.104282,-0.00096502,-0.000877347,-0.00183776,0.000982446,0,0,0,0,0,0,0,-0.605157,-19.4535,-0.248153,19.12,-0.527259,-1.26509,0.0196411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.27351,1.80354,-2.20261,-0.24989,0.0715789,-0.212581,0.0565678,5.54418,-4.225,-4.26341,1.41547,4.04576,-2.22827,0.0462352,1
28539.8,-0.609802,0.0106082,0.760267,-2.38624,-2.00981,1.95809,0.132832,0.000481708,0.0211413,-0.999767,0,0.746988,0.664666,0.0144151,0,0.664829,-0.746836,-0.0154724,0,0.581853,-0.0598635,0.350483,1,-0.624236,0.0238419,0.748647,-2.38638,-2.00953,1.95709,0.132872,0.13082,-0.127654,0.16669,-0.00250066,2.59167e-05,0.00429038,-0.00169206,0,0,0,0,0,0,0,-0.533746,-19.0726,-0.323531,19.1596,-0.616981,-1.33467,0.109363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.62985,1.358,-2.57482,0.0742942,0.0296564,-0.274086,0.0643244,5.12585,-5.16063,-2.9597,1.82585,3.2878,-2.59745,0.0462352,1
28539.8,-0.60428,0.00607203,0.766792,-2.38642,-2.00974,1.95807,0.132697,0.00371983,0.0185453,-0.999811,0,0.738916,0.673611,0.0152438,0,0.67378,-0.738848,-0.0111979,0,0.582401,-0.0528198,0.352721,1,-0.624236,0.0238419,0.748647,-2.38638,-2.00953,1.95709,0.132872,0.185413,-0.136854,0.209957,-0.0104767,-0.000401112,-0.000829974,-0.0123945,0,0,0,0,0,0,0,-0.569452,-19.0726,-0.434615,19.1953,-0.698463,-1.24495,0.0791503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.21684,1.43541,-3.16698,0.119002,-0.0601223,-0.337321,0.0835047,5.77411,-6.54847,-3.12877,2.3018,3.58289,-3.18862,0.0462352,1
28539.9,-0.597981,0.00129251,0.774686,-2.38691,-2.00962,1.95801,0.132233,0.00663758,0.0155821,-0.999847,0,0.729315,0.683988,0.0155012,0,0.684138,-0.729321,-0.00682438,0,0.582855,-0.0445383,0.354921,1,-0.624236,0.0238419,0.748647,-2.38638,-2.00953,1.95709,0.132872,0.176645,-0.143568,0.255749,-0.0156575,0.00515106,-0.00964076,-0.0120635,0,0,0,0,0,0,0,-0.386957,-18.6917,-0.470321,19.1596,-0.761634,-1.16621,0.139575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.54847,0.944612,-2.51076,0.470505,-0.128541,-0.238258,0.0928551,5.14102,-5.31789,-1.86948,1.93041,2.74598,-2.52878,0.0462352,1
28539.9,-0.591398,-0.00355335,0.783697,-2.38775,-2.00899,1.95758,0.132071,0.00963436,0.012897,-0.999861,0,0.719018,0.694796,0.0158903,0,0.694918,-0.719085,-0.00257932,0,0.58307,-0.0355531,0.356963,1,-0.624236,0.0238419,0.748647,-2.38638,-2.00953,1.95709,0.132872,0.204324,-0.147057,0.269653,-0.0282098,0.0252376,-0.00955261,-5.75858e-05,0,0,0,0,0,0,0,-0.498041,-18.4616,-0.434615,19.0446,-0.77079,-1.23579,0.0599243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.11119,0.76578,-2.09589,0.644034,-0.187949,-0.151457,0.0913004,5.06671,-4.50472,-1.39544,1.66353,2.49979,-2.10365,0.0462359,1
28539.9,-0.584359,-0.00866045,0.793516,-2.38918,-2.00816,1.95726,0.131799,0.0121346,0.0100933,-0.999866,0,0.707726,0.706299,0.0157189,0,0.706376,-0.707835,0.0014274,0,0.58299,-0.0258604,0.358788,1,-0.624236,0.0238419,0.748647,-2.38638,-2.00953,1.95709,0.132872,0.217934,-0.154785,0.298324,-0.0473824,0.0222529,0.000381966,-0.0100652,0,0,0,0,0,0,0,-0.676569,-18.3109,-0.771835,19.0446,-0.788185,-1.28523,0.119434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.01957,0.735838,-1.99734,0.675254,-0.213376,-0.162866,0.108748,5.17375,-4.23601,-1.43486,1.53791,2.52088,-2.0095,0.0462359,1
28540,-0.576735,-0.0140524,0.804095,-2.39113,-2.00757,1.95724,0.131703,0.0143759,0.00717226,-0.999861,0,0.695046,0.718793,0.0151494,0,0.718815,-0.69518,0.00534833,0,0.58264,-0.0153572,0.360438,1,-0.624236,0.0238419,0.748647,-2.38638,-2.00953,1.95709,0.132872,0.235175,-0.163368,0.315661,-0.0585754,0.0150737,-0.0024597,-0.00109924,0,0,0,0,0,0,0,-0.605157,-17.5492,-0.732162,18.8224,-0.79734,-1.24495,0.139575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.71664,0.709143,-1.69477,0.511917,-0.203252,-0.127283,0.110772,4.59991,-3.56413,-1.49953,1.26288,2.32838,-1.70803,0.0462359,1
28540,-0.568931,-0.0195536,0.815626,-2.39347,-2.00648,1.95725,0.131544,0.0162345,0.00437891,-0.999849,0,0.681586,0.731586,0.0142709,0,0.731552,-0.681728,0.0088925,0,0.581951,-0.0042833,0.361856,1,-0.624236,0.0238419,0.748647,-2.38638,-2.00953,1.95709,0.132872,0.236838,-0.162348,0.344003,-0.0744929,0.0458601,0.00139798,-0.0110383,0,0,0,0,0,0,0,-0.676569,-17.4738,-1.03368,18.9335,-0.779029,-1.33467,0.129504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.60088,0.611458,-1.58535,0.515896,-0.233877,-0.116718,0.121144,4.348,-3.36815,-1.32207,1.18845,2.13097,-1.59595,0.0462359,1
28540,-0.560339,-0.0249957,0.828107,-2.39579,-2.00494,1.95727,0.131078,0.0178023,0.00167989,-0.99983,0,0.666852,0.745062,0.0131253,0,0.744972,-0.666985,0.0121438,0,0.581007,0.00773017,0.363155,1,-0.624236,0.0238419,0.748647,-2.38638,-2.00953,1.95709,0.132872,0.259782,-0.156921,0.391048,-0.0586916,0.0390923,0.0026762,-0.0141078,0,0,0,0,0,0,0,-0.859064,-17.208,-1.29552,18.8224,-0.716774,-1.37404,0.099292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.85153,0.643869,-1.84929,0.156655,-0.19021,-0.144449,0.129434,3.5219,-3.99474,-1.4357,1.40296,1.88708,-1.8543,0.0462359,1
28540.1,-0.55122,-0.0300598,0.841909,-2.39729,-2.00436,1.95727,0.130471,0.0199496,-0.00136674,-0.99979,0,0.649925,0.759892,0.0119297,0,0.759731,-0.65004,0.0160482,0,0.580089,0.0209372,0.364705,1,-0.624236,0.0238419,0.748647,-2.38638,-2.00953,1.95709,0.132872,0.282903,-0.140186,0.416448,-0.0263123,0.00914721,0.000818915,-0.0248209,0,0,0,0,0,0,0,-0.640863,-16.8271,-1.29552,18.8224,-0.743324,-1.37404,0.0690795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.07646,0.745731,-2.06055,-0.315958,-0.116146,-0.16534,0.14068,2.60382,-4.52805,-1.77081,1.55908,1.71087,-2.07451,0.0462366,1
28540.1,-0.541577,-0.0347323,0.856794,-2.39785,-2.0043,1.95727,0.128973,0.0222725,-0.00496677,-0.99973,0,0.631137,0.775592,0.0102075,0,0.775346,-0.631206,0.0204094,0,0.579125,0.0351834,0.366521,1,-0.624236,0.0238419,0.748647,-2.38638,-2.00953,1.95709,0.132872,0.284831,-0.134173,0.450319,-0.00701794,0.00105628,-0.000380875,-0.0611519,0,0,0,0,0,0,0,-0.533746,-16.6327,-1.25584,18.9335,-0.779029,-1.35481,0.139575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.72214,0.743154,-1.71977,-0.363603,-0.120983,-0.116238,0.153656,2.42897,-3.77073,-1.90575,1.24515,1.68195,-1.72905,0.0462366,1
28540.1,-0.531527,-0.0393056,0.87254,-2.39782,-2.004,1.95728,0.126695,0.0246208,-0.00878017,-0.999649,0,0.611117,0.791487,0.00809966,0,0.791153,-0.611113,0.0248533,0,0.577882,0.0501727,0.368481,1,-0.624236,0.0238419,0.748647,-2.38638,-2.00953,1.95709,0.132872,0.301547,-0.130697,0.485174,0.00352988,0.00809756,-0.0012828,-0.0647091,0,0,0,0,0,0,0,-0.640863,-15.9504,-1.44231,18.5249,-0.806495,-1.33467,0.0892211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.96111,0.806572,-1.95342,-0.241218,-0.168621,-0.153726,0.158692,3.36658,-4.09052,-2.06265,1.3168,2.08291,-1.96796,0.0462366,1
